breed,disease,food,ingredients
Bull mastiff,Hip dysplasia,Joint Support Chicken cartilage Plate #5,"Chicken cartilage, Brown rice, Cabbage, Kale, Blueberry"
Bull mastiff,Hip dysplasia,Pork cartilage & Sweet potato Brown Rice Bowl,"Pork cartilage, Sweet potato, Brown rice"
Bull mastiff,Hip dysplasia,Pork cartilage & Sweet potato Oat Porridge,"Pork cartilage, Sweet potato, Oats"
Bull mastiff,Hip dysplasia,Pork ribs & Cabbage Brown Rice Bowl,"Pork ribs, Cabbage, Brown rice"
Bull mastiff,Hip dysplasia,Shark cartilage & Brown rice Bowl,"Shark cartilage, Brown rice"
Bull mastiff,Hip dysplasia,Shark cartilage & Cabbage Brown Rice Bowl,"Shark cartilage, Cabbage, Brown rice"
Bull mastiff,Hip dysplasia,Strong Bones Sardine Mix,"Sardine, Sweet potato, Broccoli, Cabbage, Cod liver oil"
Bull mastiff,Neuroaxonal dystrophy,Cartilage Care Salmon Dinner #3,"Salmon, Sweet potato, Spinach, Blueberry"
Bull mastiff,Neuroaxonal dystrophy,Flex & Move Beef liver Stew #2,"Beef liver, Sweet potato, Spinach, Sunflower seeds"
Bull mastiff,Neuroaxonal dystrophy,Joint Shield Sardine Bowl #1,"Sardine, Sweet potato, Spinach, Blueberry"
Bull mastiff,Neuroaxonal dystrophy,Joint Support Eggs Plate #5,"Eggs, Sweet potato, Spinach, Blueberry"
Bull mastiff,Neuroaxonal dystrophy,Mackerel & Spinach with Sunflower seeds,"Mackerel, Spinach, Sunflower seeds"
Bull mastiff,Neuroaxonal dystrophy,Mackerel with Spinach & Sweet potato,"Mackerel, Spinach, Sweet potato"
Bull mastiff,Neuroaxonal dystrophy,Salmon & Mackerel Stew with Spinach,"Salmon, Mackerel, Spinach"
Bull mastiff,Neuroaxonal dystrophy,Salmon & Sardines Stew with Spinach,"Salmon, Sardines, Spinach"
Bull mastiff,Neuroaxonal dystrophy,Salmon & Sardines Stew with Sweet potato,"Salmon, Sardines, Sweet potato"
Bull mastiff,Neuroaxonal dystrophy,Salmon & Spinach with Cod liver oil,"Salmon, Spinach, Cod liver oil"
Bull mastiff,Neuroaxonal dystrophy,Salmon & Spinach with Sunflower seeds,"Salmon, Spinach, Sunflower seeds"
Bull mastiff,Neuroaxonal dystrophy,Salmon & Spinach with Wheat germ,"Salmon, Spinach, Wheat germ"
Bull mastiff,Neuroaxonal dystrophy,Salmon & Sweet potato with Sunflower seeds,"Salmon, Sweet potato, Sunflower seeds"
Bull mastiff,Neuroaxonal dystrophy,Salmon & Sweet potato with Wheat germ,"Salmon, Sweet potato, Wheat germ"
Bull mastiff,Neuroaxonal dystrophy,Salmon with Spinach & Sweet potato,"Salmon, Spinach, Sweet potato"
Bull mastiff,Neuroaxonal dystrophy,Sardines & Spinach with Sunflower seeds,"Sardines, Spinach, Sunflower seeds"
Bull mastiff,Neuroaxonal dystrophy,Sardines & Spinach with Wheat germ,"Sardines, Spinach, Wheat germ"
Bull mastiff,Neuroaxonal dystrophy,Sardines & Sweet potato with Sunflower seeds,"Sardines, Sweet potato, Sunflower seeds"
Bull mastiff,Neuroaxonal dystrophy,Sardines with Spinach & Sweet potato,"Sardines, Spinach, Sweet potato"
Bull mastiff,Neuroaxonal dystrophy,Strong Bones Egg Mix #4,"Egg (whole), Sweet potato, Spinach, Pumpkin seeds"
Bull mastiff,Retinal dysplasia,Beef & Chickpeas Stew,"Beef, Chickpeas"
Bull mastiff,Retinal dysplasia,Beef heart & Chickpeas Stew,"Beef heart, Chickpeas"
Bull mastiff,Retinal dysplasia,Beef liver & Kale Chickpeas Stew,"Beef liver, Kale, Chickpeas"
Bull mastiff,Retinal dysplasia,Beef liver & Spinach Chickpeas Stew,"Beef liver, Spinach, Chickpeas"
Bull mastiff,Retinal dysplasia,Bright Eyes Sardine Bowl,"Sardine, Pumpkin, Broccoli, Carrot, Blueberry"
Bull mastiff,Retinal dysplasia,Chicken & Chickpeas Stew,"Chicken, Chickpeas"
Bull mastiff,Retinal dysplasia,Clear Sight Egg yolk Dinner #3,"Egg yolk, Pumpkin, Kale, Spinach, Blueberry"
Bull mastiff,Retinal dysplasia,Egg yolk & Kale Chickpeas Stew,"Egg yolk, Kale, Chickpeas"
Bull mastiff,Retinal dysplasia,Egg yolk & Spinach Chickpeas Stew,"Egg yolk, Spinach, Chickpeas"
Bull mastiff,Retinal dysplasia,Eye Protect Beef heart Plate,"Beef heart, Pumpkin, Chickpeas, Broccoli, Blueberry"
Bull mastiff,Retinal dysplasia,Mackerel & Pumpkin Chickpeas Stew,"Mackerel, Pumpkin, Chickpeas"
Bull mastiff,Retinal dysplasia,Mackerel & Sweet potato Chickpeas Stew,"Mackerel, Sweet potato, Chickpeas"
Bull mastiff,Retinal dysplasia,Oysters & Pumpkin Chickpeas Stew,"Oysters, Pumpkin, Chickpeas"
Bull mastiff,Retinal dysplasia,Oysters & Sweet potato Chickpeas Stew,"Oysters, Sweet potato, Chickpeas"
Bull mastiff,Retinal dysplasia,Retina Guard Beef Mix #4,"Beef, Sweet potato, Spinach, Chickpeas, Pumpkin seeds"
Bull mastiff,Retinal dysplasia,Salmon & Broccoli Chickpeas Stew,"Salmon, Broccoli, Chickpeas"
Bull mastiff,Retinal dysplasia,Salmon & Carrot Chickpeas Stew,"Salmon, Carrot, Chickpeas"
Bull mastiff,Retinal dysplasia,Sardines & Broccoli Chickpeas Stew,"Sardines, Broccoli, Chickpeas"
Bull mastiff,Retinal dysplasia,Sardines & Carrot Chickpeas Stew,"Sardines, Carrot, Chickpeas"
Bull mastiff,Retinal dysplasia,Vision Shield Salmon Stew #2,"Salmon, Sweet potato, Carrot, Kale, Pumpkin seeds"
Bull terrier,Deafness,Beef & Asparagus Brown Rice Bowl,"Beef, Asparagus, Brown rice"
Bull terrier,Deafness,Beef & Asparagus Oat Porridge,"Beef, Asparagus, Oats"
Bull terrier,Deafness,Beef liver & Brown rice Bowl,"Beef liver, Brown rice"
Bull terrier,Deafness,Beef liver & Oats Porridge,"Beef liver, Oats"
Bull terrier,Deafness,Brain Boost Salmon Bowl,"Salmon, Sweet potato, Broccoli, Spinach, Blueberry"
Bull terrier,Deafness,Calm Mind Egg Dinner,"Egg (whole), Oats, Asparagus, Bell pepper, Blueberry"
Bull terrier,Deafness,Herring & Kale Brown Rice Bowl,"Herring, Kale, Brown rice"
Bull terrier,Deafness,Herring & Kale Oat Porridge,"Herring, Kale, Oats"
Bull terrier,Deafness,Mackerel & Bell pepper Brown Rice Bowl,"Mackerel, Bell pepper, Brown rice"
Bull terrier,Deafness,Mackerel & Bell pepper Oat Porridge,"Mackerel, Bell pepper, Oats"
Bull terrier,Deafness,Nerve Care Beef Mix,"Beef, Sweet potato, Bell pepper, Kale, Flaxseed"
Bull terrier,Deafness,Neuro Shield Sardine Stew,"Sardine, Brown rice, Spinach, Asparagus, Pumpkin seeds"
Bull terrier,Deafness,Oysters & Sweet potato Brown Rice Bowl,"Oysters, Sweet potato, Brown rice"
Bull terrier,Deafness,Oysters & Sweet potato Oat Porridge,"Oysters, Sweet potato, Oats"
Bull terrier,Deafness,Salmon & Broccoli Brown Rice Bowl,"Salmon, Broccoli, Brown rice"
Bull terrier,Deafness,Salmon & Spinach Brown Rice Bowl,"Salmon, Spinach, Brown rice"
Bull terrier,Deafness,Salmon & Spinach Oat Porridge,"Salmon, Spinach, Oats"
Bull terrier,Deafness,Sardines & Broccoli Brown Rice Bowl,"Sardines, Broccoli, Brown rice"
Bull terrier,Deafness,Sardines & Broccoli Oat Porridge,"Sardines, Broccoli, Oats"
Bull terrier,Deafness,Seizure Shield Beef liver Plate,"Beef liver, Brown rice, Kale, Broccoli, Blueberry"
Bull terrier,Demodicosis/ Demodectic mange,Beef & Spinach Chickpeas Stew,"Beef, Spinach, Chickpeas"
Bull terrier,Demodicosis/ Demodectic mange,Beef & Sweet potato Chickpeas Stew,"Beef, Sweet potato, Chickpeas"
Bull terrier,Demodicosis/ Demodectic mange,Chicken & Chickpeas Stew,"Chicken, Chickpeas"
Bull terrier,Demodicosis/ Demodectic mange,Coat Shine Egg Stew #2,"Egg (whole), Sweet potato, Spinach, Bell pepper, Sunflower seeds"
Bull terrier,Demodicosis/ Demodectic mange,Derma Care Sardine Dinner,"Sardine, Sweet potato, Bell pepper, Broccoli, Blueberry"
Bull terrier,Demodicosis/ Demodectic mange,Fur Renewal Beef liver Plate,"Beef liver, Sweet potato, Chickpeas, Kale, Blueberry"
Bull terrier,Demodicosis/ Demodectic mange,Herring & Chickpeas Stew,"Herring, Chickpeas"
Bull terrier,Demodicosis/ Demodectic mange,Herring & Kale Chickpeas Stew,"Herring, Kale, Chickpeas"
Bull terrier,Demodicosis/ Demodectic mange,Itch Relief Yogurt Mix,"Yogurt, Sweet potato, Broccoli, Chickpeas, Sunflower seeds"
Bull terrier,Demodicosis/ Demodectic mange,Mackerel & Chickpeas Stew,"Mackerel, Chickpeas"
Bull terrier,Demodicosis/ Demodectic mange,Mackerel & Kale Chickpeas Stew,"Mackerel, Kale, Chickpeas"
Bull terrier,Demodicosis/ Demodectic mange,Oysters & Spinach Chickpeas Stew,"Oysters, Spinach, Chickpeas"
Bull terrier,Demodicosis/ Demodectic mange,Oysters & Sweet potato Chickpeas Stew,"Oysters, Sweet potato, Chickpeas"
Bull terrier,Demodicosis/ Demodectic mange,Salmon & Bell pepper Chickpeas Stew,"Salmon, Bell pepper, Chickpeas"
Bull terrier,Demodicosis/ Demodectic mange,Salmon & Broccoli Chickpeas Stew,"Salmon, Broccoli, Chickpeas"
Bull terrier,Demodicosis/ Demodectic mange,Sardines & Bell pepper Chickpeas Stew,"Sardines, Bell pepper, Chickpeas"
Bull terrier,Demodicosis/ Demodectic mange,Sardines & Broccoli Chickpeas Stew,"Sardines, Broccoli, Chickpeas"
Bull terrier,Demodicosis/ Demodectic mange,Skin Glow Salmon Bowl #1,"Salmon, Sweet potato, Carrot, Spinach, Blueberry"
Bull terrier,Demodicosis/ Demodectic mange,Tuna & Blueberries Bowl,"Tuna, Blueberries"
Bull terrier,Demodicosis/ Demodectic mange,Tuna & Chickpeas Stew,"Tuna, Chickpeas"
Bull terrier,Ectropion,Bright Eyes Egg yolk Bowl #1,"Egg yolk, Pumpkin, Carrot, Kale, Blueberry"
Bull terrier,Ectropion,Clear Sight Sardine Dinner #3,"Sardine, Pumpkin, Spinach, Carrot, Blueberry"
Bull terrier,Ectropion,Eye Protect Beef liver Plate #5,"Beef liver, Pumpkin, Kale, Spinach, Blueberry"
Bull terrier,Ectropion,Mackerel & Pumpkin with Pumpkin seeds,"Mackerel, Pumpkin, Pumpkin seeds"
Bull terrier,Ectropion,Mackerel with Carrot & Sweet potato,"Mackerel, Carrot, Sweet potato"
Bull terrier,Ectropion,Retina Guard Beef Mix #4,"Beef, Sweet potato, Carrot, Kale, Pumpkin seeds"
Bull terrier,Ectropion,Salmon & Carrot with Pumpkin seeds,"Salmon, Carrot, Pumpkin seeds"
Bull terrier,Ectropion,Salmon & Mackerel Stew with Carrot,"Salmon, Mackerel, Carrot"
Bull terrier,Ectropion,Salmon & Sardines Stew with Carrot,"Salmon, Sardines, Carrot"
Bull terrier,Ectropion,Salmon & Sardines Stew with Sweet potato,"Salmon, Sardines, Sweet potato"
Bull terrier,Ectropion,Salmon & Sweet potato with Pumpkin seeds,"Salmon, Sweet potato, Pumpkin seeds"
Bull terrier,Ectropion,Salmon with Carrot & Pumpkin,"Salmon, Carrot, Pumpkin"
Bull terrier,Ectropion,Salmon with Carrot & Sweet potato,"Salmon, Carrot, Sweet potato"
Bull terrier,Ectropion,Salmon with Sweet potato & Pumpkin,"Salmon, Sweet potato, Pumpkin"
Bull terrier,Ectropion,Sardines & Carrot with Pumpkin seeds,"Sardines, Carrot, Pumpkin seeds"
Bull terrier,Ectropion,Sardines & Pumpkin with Pumpkin seeds,"Sardines, Pumpkin, Pumpkin seeds"
Bull terrier,Ectropion,Sardines & Sweet potato with Pumpkin seeds,"Sardines, Sweet potato, Pumpkin seeds"
Bull terrier,Ectropion,Sardines with Carrot & Pumpkin,"Sardines, Carrot, Pumpkin"
Bull terrier,Ectropion,Sardines with Carrot & Sweet potato,"Sardines, Carrot, Sweet potato"
Bull terrier,Ectropion,Vision Shield Salmon Stew #2,"Salmon, Sweet potato, Kale, Spinach, Pumpkin seeds"
Bull terrier,Entropion,Bright Eyes Egg yolk Bowl #1,"Egg yolk, Pumpkin, Carrot, Kale, Blueberry"
Bull terrier,Entropion,Clear Sight Sardine Dinner #3,"Sardine, Pumpkin, Spinach, Carrot, Blueberry"
Bull terrier,Entropion,Eye Protect Beef liver Plate #5,"Beef liver, Pumpkin, Kale, Spinach, Blueberry"
Bull terrier,Entropion,Mackerel & Pumpkin with Pumpkin seeds,"Mackerel, Pumpkin, Pumpkin seeds"
Bull terrier,Entropion,Mackerel with Carrot & Sweet potato,"Mackerel, Carrot, Sweet potato"
Bull terrier,Entropion,Retina Guard Beef Mix #4,"Beef, Sweet potato, Carrot, Kale, Pumpkin seeds"
Bull terrier,Entropion,Salmon & Carrot with Pumpkin seeds,"Salmon, Carrot, Pumpkin seeds"
Bull terrier,Entropion,Salmon & Mackerel Stew with Carrot,"Salmon, Mackerel, Carrot"
Bull terrier,Entropion,Salmon & Sardines Stew with Carrot,"Salmon, Sardines, Carrot"
Bull terrier,Entropion,Salmon & Sardines Stew with Sweet potato,"Salmon, Sardines, Sweet potato"
Bull terrier,Entropion,Salmon & Sweet potato with Pumpkin seeds,"Salmon, Sweet potato, Pumpkin seeds"
Bull terrier,Entropion,Salmon with Carrot & Pumpkin,"Salmon, Carrot, Pumpkin"
Bull terrier,Entropion,Salmon with Carrot & Sweet potato,"Salmon, Carrot, Sweet potato"
Bull terrier,Entropion,Salmon with Sweet potato & Pumpkin,"Salmon, Sweet potato, Pumpkin"
Bull terrier,Entropion,Sardines & Carrot with Pumpkin seeds,"Sardines, Carrot, Pumpkin seeds"
Bull terrier,Entropion,Sardines & Pumpkin with Pumpkin seeds,"Sardines, Pumpkin, Pumpkin seeds"
Bull terrier,Entropion,Sardines & Sweet potato with Pumpkin seeds,"Sardines, Sweet potato, Pumpkin seeds"
Bull terrier,Entropion,Sardines with Carrot & Pumpkin,"Sardines, Carrot, Pumpkin"
Bull terrier,Entropion,Sardines with Carrot & Sweet potato,"Sardines, Carrot, Sweet potato"
Bull terrier,Entropion,Vision Shield Salmon Stew #2,"Salmon, Sweet potato, Kale, Spinach, Pumpkin seeds"
Bull terrier,Familial kidney disease,Beef liver & Brown rice Bowl,"Beef liver, Brown rice"
Bull terrier,Familial kidney disease,Chicken & Brown rice Bowl,"Chicken, Brown rice"
Bull terrier,Familial kidney disease,Egg whites & Brown rice Bowl,"Egg whites, Brown rice"
Bull terrier,Familial kidney disease,Egg whites & Cabbage Brown Rice Bowl,"Egg whites, Cabbage, Brown rice"
Bull terrier,Familial kidney disease,Egg whites & Sweet potato Brown Rice Bowl,"Egg whites, Sweet potato, Brown rice"
Bull terrier,Familial kidney disease,Eggs & Cabbage Brown Rice Bowl,"Eggs, Cabbage, Brown rice"
Bull terrier,Familial kidney disease,Eggs & Cucumber Brown Rice Bowl,"Eggs, Cucumber, Brown rice"
Bull terrier,Familial kidney disease,Gentle Kidney White Fish Dinner,"White Fish, Rice, Cucumber, Cauliflower, Blueberry"
Bull terrier,Familial kidney disease,Kidney Kind Chicken breast Bowl,"Chicken breast, Sweet potato, Cauliflower, Cabbage, Blueberry"
Bull terrier,Familial kidney disease,Kidney Shield Chicken breast (small amounts) Plate,"Chicken breast (small amounts), Brown rice, Cabbage, Cucumber, Blueberry"
Bull terrier,Familial kidney disease,Low-P Comfort Egg White Mix,"Egg White, White rice, Cauliflower, Cabbage, Cod liver oil"
Bull terrier,Familial kidney disease,Renal Relief Salmon (moderate) Stew,"Salmon (moderate), Pumpkin, Cabbage, Cucumber, Cod liver oil"
Bull terrier,Familial kidney disease,Salmon & Brown rice Bowl,"Salmon, Brown rice"
Bull terrier,Familial kidney disease,Salmon & Sweet potato Brown Rice Bowl,"Salmon, Sweet potato, Brown rice"
Bull terrier,Familial kidney disease,Sardines & Brown rice Bowl,"Sardines, Brown rice"
Bull terrier,Familial kidney disease,Turkey & Cabbage Brown Rice Bowl,"Turkey, Cabbage, Brown rice"
Bull terrier,Familial kidney disease,Turkey & Cabbage with Cod liver oil,"Turkey, Cabbage, Cod liver oil"
Bull terrier,Familial kidney disease,Turkey & Cucumber Brown Rice Bowl,"Turkey, Cucumber, Brown rice"
Bull terrier,Familial kidney disease,Turkey & Sweet potato Brown Rice Bowl,"Turkey, Sweet potato, Brown rice"
Bull terrier,Familial kidney disease,Turkey with Cabbage & Cucumber,"Turkey, Cabbage, Cucumber"
Bull terrier,Histiocytoma,Care Blend Eggs Plate,"Eggs, Sweet potato, Broccoli, Spinach, Apples (no seeds)"
Bull terrier,Histiocytoma,Chicken & Apple Bowl,"Chicken, Apple"
Bull terrier,Histiocytoma,Chicken & Blueberries Bowl,"Chicken, Blueberries"
Bull terrier,Histiocytoma,Eggs & Apple Bowl,"Eggs, Apple"
Bull terrier,Histiocytoma,Eggs & Blueberries Bowl,"Eggs, Blueberries"
Bull terrier,Histiocytoma,Health Guard Chicken Mix,"Chicken, Sweet potato, Turmeric (small amounts with black pepper), Broccoli, Flaxseed"
Bull terrier,Histiocytoma,Herring & Kale Bowl with Blueberries,"Herring, Kale, Blueberries"
Bull terrier,Histiocytoma,Herring & Turmeric Bowl with Blueberries,"Herring, Turmeric, Blueberries"
Bull terrier,Histiocytoma,Mackerel & Broccoli Bowl with Blueberries,"Mackerel, Broccoli, Blueberries"
Bull terrier,Histiocytoma,Mackerel & Kale Bowl with Blueberries,"Mackerel, Kale, Blueberries"
Bull terrier,Histiocytoma,Nourish Salmon Stew #2,"Salmon, Sweet potato, Spinach, Kale, Pumpkin seeds"
Bull terrier,Histiocytoma,Salmon & Spinach Bowl with Apple,"Salmon, Spinach, Apple"
Bull terrier,Histiocytoma,Salmon & Spinach Bowl with Blueberries,"Salmon, Spinach, Blueberries"
Bull terrier,Histiocytoma,Salmon with Spinach & Sweet potato,"Salmon, Spinach, Sweet potato"
Bull terrier,Histiocytoma,Sardines & Broccoli Bowl with Blueberries,"Sardines, Broccoli, Blueberries"
Bull terrier,Histiocytoma,Sardines & Sweet potato Bowl with Blueberries,"Sardines, Sweet potato, Blueberries"
Bull terrier,Histiocytoma,Tuna & Blueberries Bowl,"Tuna, Blueberries"
Bull terrier,Histiocytoma,Tuna & Turmeric Bowl with Blueberries,"Tuna, Turmeric, Blueberries"
Bull terrier,Histiocytoma,Vitality Sardine Dinner #3,"Sardine, Sweet potato, Kale, Turmeric (small amounts with black pepper), Blueberries"
Bull terrier,Histiocytoma,Wellness Egg Bowl #1,"Egg (whole), Sweet potato, Broccoli, Spinach, Blueberry"
Bull terrier,"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Beef liver & Spinach with Cod liver oil,"Beef liver, Spinach, Cod liver oil"
Bull terrier,"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Bright Eyes Egg yolk Bowl #1,"Egg yolk, Sweet potato, Spinach, Carrot, Blueberry"
Bull terrier,"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Clear Sight Sardine Dinner #3,"Sardine, Sweet potato, Kale, Spinach, Blueberry"
Bull terrier,"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Eye Protect Beef liver Plate #5,"Beef liver, Sweet potato, Carrot, Kale, Blueberry"
Bull terrier,"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Herring & Pumpkin with Cod liver oil,"Herring, Pumpkin, Cod liver oil"
Bull terrier,"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Herring & Spinach with Cod liver oil,"Herring, Spinach, Cod liver oil"
Bull terrier,"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Mackerel & Kale with Cod liver oil,"Mackerel, Kale, Cod liver oil"
Bull terrier,"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Mackerel & Pumpkin with Cod liver oil,"Mackerel, Pumpkin, Cod liver oil"
Bull terrier,"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Retina Guard Beef Mix #4,"Beef, Pumpkin, Spinach, Carrot, Hemp seeds"
Bull terrier,"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Salmon & Carrot with Cod liver oil,"Salmon, Carrot, Cod liver oil"
Bull terrier,"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Salmon & Carrot with Sunflower seeds,"Salmon, Carrot, Sunflower seeds"
Bull terrier,"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Salmon & Sardines Stew with Carrot,"Salmon, Sardines, Carrot"
Bull terrier,"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Salmon & Sweet potato with Cod liver oil,"Salmon, Sweet potato, Cod liver oil"
Bull terrier,"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Salmon with Carrot & Kale,"Salmon, Carrot, Kale"
Bull terrier,"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Salmon with Carrot & Sweet potato,"Salmon, Carrot, Sweet potato"
Bull terrier,"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Sardines & Carrot with Cod liver oil,"Sardines, Carrot, Cod liver oil"
Bull terrier,"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Sardines & Kale with Cod liver oil,"Sardines, Kale, Cod liver oil"
Bull terrier,"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Sardines & Sweet potato with Cod liver oil,"Sardines, Sweet potato, Cod liver oil"
Bull terrier,"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Sardines with Carrot & Sweet potato,"Sardines, Carrot, Sweet potato"
Bull terrier,"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Vision Shield Salmon Stew #2,"Salmon, Pumpkin, Carrot, Kale, Pumpkin seeds"
Bull terrier,Laryngeal paralysis,Airway Care Sardine Stew,"Sardine, Pumpkin, Broccoli, Kale, Pumpkin seeds"
Bull terrier,Laryngeal paralysis,Beef liver & Blueberries Bowl,"Beef liver, Blueberries"
Bull terrier,Laryngeal paralysis,Beef liver & Pumpkin Bowl with Blueberries,"Beef liver, Pumpkin, Blueberries"
Bull terrier,Laryngeal paralysis,Breathe Easy Beef liver Bowl,"Beef liver, Sweet potato, Spinach, Broccoli, Blueberry"
Bull terrier,Laryngeal paralysis,Breathe Easy Chicken breast Bowl,"Chicken breast, Sweet potato, Broccoli, Kale, Blueberry"
